order_id,customer_id,order_date,status
5615,3412,2023-02-01,cancelled
5616,3397,2023-08-06,completed
5617,354,2023-08-08,completed
5618,3446,2023-12-29,completed
5619,3179,2023-04-08,cancelled
5620,116,2023-05-13,returned
5621,2569,2023-02-16,cancelled
5622,955,2023-12-02,completed
5623,1795,2023-03-22,returned
5624,3403,2023-03-14,completed
5625,1079,2023-04-12,returned
5626,612,2023-07-18,completed
5627,3058,2023-06-03,cancelled
5628,552,2023-08-19,completed
5629,668,2023-02-26,cancelled
5630,4650,2023-06-25,completed
5631,4572,2023-11-23,cancelled
5632,4750,2023-07-08,completed
5633,4306,2023-07-07,cancelled
5634,1624,2023-02-03,cancelled
5635,1839,2023-01-23,returned
5636,1328,2023-07-12,completed
5637,2129,2023-10-03,completed
5638,3185,2023-08-10,completed
5639,1479,2023-10-23,returned
5640,4616,2023-10-12,completed
5641,3457,2023-04-08,completed
5642,1926,2023-01-02,completed
5643,1099,2023-07-07,completed
5644,3321,2023-08-16,completed
5645,907,2023-07-09,cancelled
5646,1670,2023-02-11,completed
5647,4675,2023-11-17,cancelled
5648,1997,2023-07-01,completed
5649,4294,2023-05-21,returned
5650,1854,2023-11-12,cancelled
5651,37,2023-06-13,completed
5652,1424,2023-03-16,completed
5653,3386,2023-03-15,returned
5654,3418,2023-07-02,completed
5655,2891,2023-07-10,cancelled
5656,3062,2023-06-02,completed
5657,1362,2023-10-25,completed
5658,532,2023-01-01,completed
5659,69,2023-11-22,completed
5660,1779,2023-11-29,completed
5661,3841,2023-03-20,completed
5662,1786,2023-10-20,completed
5663,2528,2023-10-25,completed
5664,3642,2023-04-29,cancelled
5665,1696,2023-10-18,returned
5666,1044,2023-09-23,completed
5667,2798,2023-11-22,cancelled
5668,663,2023-02-15,completed
5669,106,2023-04-05,completed
5670,3517,2023-11-29,returned
5671,4142,2023-09-16,cancelled
5672,1137,2023-09-14,completed
5673,4606,2023-05-11,completed
5674,525,2023-10-03,completed
5675,770,2023-09-12,completed
5676,4117,2023-10-23,completed
5677,3823,2023-07-08,completed
5678,1713,2023-09-05,cancelled
5679,3473,2023-05-30,cancelled
5680,1873,2023-06-02,completed
5681,3934,2023-03-10,completed
5682,2018,2023-03-03,cancelled
5683,2674,2023-08-14,completed
5684,2755,2023-01-04,completed
5685,1648,2023-09-23,cancelled
5686,404,2023-10-06,completed
5687,4926,2023-04-18,completed
5688,1843,2023-07-10,returned
5689,1792,2023-05-14,completed
5690,882,2023-09-14,completed
5691,1273,2023-10-03,completed
5692,2810,2023-02-18,cancelled
5693,2704,2023-06-10,cancelled
5694,804,2023-08-15,returned
5695,389,2023-11-12,completed
5696,447,2023-05-24,cancelled
5697,4107,2023-06-26,completed
5698,3737,2023-11-03,completed
5699,1031,2023-09-30,cancelled
5700,2702,2023-02-28,completed
5701,2393,2023-11-05,completed
5702,4101,2023-05-19,completed
5703,4911,2023-07-16,completed
5704,4159,2023-07-15,completed
5705,33,2023-12-19,completed
5706,2688,2023-02-16,completed
5707,4810,2023-07-01,cancelled
5708,4069,2023-06-10,completed
5709,4706,2023-02-04,completed
5710,3277,2023-10-09,completed
5711,3345,2023-11-29,returned
5712,3609,2023-06-10,returned
5713,1128,2023-07-17,completed
5714,1097,2023-10-01,cancelled
5715,890,2023-11-23,returned
5716,2203,2023-10-03,completed
5717,1074,2023-08-07,completed
5718,4604,2023-11-29,completed
5719,4755,2023-10-30,completed
5720,1555,2023-09-18,completed
5721,2621,2023-06-27,cancelled
5722,3353,2023-12-02,cancelled
5723,630,2023-10-08,completed
5724,4443,2023-07-28,cancelled
5725,2812,2023-08-31,returned
5726,135,2023-10-29,completed
5727,4773,2023-11-27,completed
5728,3011,2023-08-19,returned
5729,3280,2023-10-17,cancelled
5730,4224,2023-03-14,completed
5731,1707,2023-08-08,returned
5732,4843,2023-10-21,completed
5733,3143,2023-11-10,completed
5734,959,2023-08-13,completed
5735,713,2023-03-01,cancelled
5736,252,2023-06-11,cancelled
5737,869,2023-08-07,returned
5738,1883,2023-06-09,completed
5739,4351,2023-07-11,completed
5740,3591,2023-02-22,completed
5741,1146,2023-01-12,completed
5742,1759,2023-08-02,completed
5743,547,2023-03-03,completed
5744,4734,2023-08-28,cancelled
5745,3245,2023-11-28,cancelled
5746,3512,2023-03-27,cancelled
5747,1343,2023-01-07,completed
5748,3636,2023-03-28,completed
5749,2050,2023-07-15,completed
5750,3075,2023-05-21,cancelled
5751,3957,2023-01-01,cancelled
5752,825,2023-08-13,completed
5753,2847,2023-06-07,returned
5754,4018,2023-11-09,completed
5755,1588,2023-08-17,cancelled
5756,4007,2023-07-05,completed
5757,2603,2023-04-12,cancelled
5758,3692,2023-03-20,completed
5759,622,2023-06-02,completed
5760,4891,2023-01-03,returned
5761,2217,2023-06-15,cancelled
5762,1975,2023-10-07,completed
5763,2899,2023-07-20,cancelled
5764,4373,2023-02-18,completed
5765,1318,2023-05-09,completed
5766,775,2023-02-23,completed
5767,3461,2023-11-22,cancelled
5768,1047,2023-05-03,completed
5769,4058,2023-10-29,completed
5770,268,2023-08-07,returned
5771,4225,2023-01-21,completed
5772,116,2023-11-26,completed
5773,2408,2023-05-30,completed
5774,2585,2023-08-25,cancelled
5775,107,2023-01-16,completed
5776,577,2023-12-22,completed
5777,287,2023-06-25,completed
5778,4253,2023-07-16,returned
5779,2111,2023-06-02,cancelled
5780,1899,2023-09-02,completed
5781,4065,2023-04-20,completed
5782,3293,2023-10-20,completed
5783,4701,2023-09-05,completed
5784,4543,2023-08-23,completed
5785,858,2023-03-23,completed
5786,4706,2023-07-26,returned
5787,4713,2023-05-27,cancelled
5788,555,2023-07-23,completed
5789,1176,2023-02-12,completed
5790,109,2023-05-16,completed
5791,1031,2023-12-29,completed
5792,1435,2023-05-20,completed
5793,849,2023-02-03,completed
5794,1609,2023-10-21,returned
5795,4925,2023-04-27,completed
5796,4734,2023-04-25,completed
5797,4731,2023-04-20,completed
5798,1487,2023-05-02,cancelled
5799,4831,2023-01-15,completed
5800,1143,2023-04-06,cancelled
5801,3431,2023-07-01,cancelled
5802,3525,2023-01-15,cancelled
5803,1355,2023-11-23,returned
5804,582,2023-12-14,completed
5805,2538,2023-01-07,completed
5806,4622,2023-08-26,cancelled
5807,4507,2023-03-26,cancelled
5808,2350,2023-04-23,completed
5809,175,2023-07-25,completed
5810,4183,2023-03-18,cancelled
5811,1957,2023-03-04,completed
5812,3668,2023-10-02,completed
5813,1478,2023-05-30,cancelled
5814,1986,2023-07-17,completed
5815,37,2023-07-03,completed
5816,2853,2023-12-29,completed
5817,4582,2023-02-01,returned
5818,961,2023-03-28,completed
5819,864,2023-01-31,cancelled
5820,4173,2023-06-11,completed
5821,2795,2023-06-19,cancelled
5822,3326,2023-11-24,cancelled
5823,4042,2023-01-28,completed
5824,4577,2023-08-03,completed
5825,274,2023-12-06,completed
5826,484,2023-12-25,completed
5827,4348,2023-06-22,returned
5828,3587,2023-04-15,completed
5829,2929,2023-07-15,completed
5830,1952,2023-09-21,completed
5831,1714,2023-06-12,completed
5832,3098,2023-06-20,cancelled
5833,4341,2023-07-07,completed
5834,4872,2023-12-05,completed
5835,2182,2023-10-23,cancelled
5836,1434,2023-05-27,returned
5837,2799,2023-10-19,cancelled
5838,526,2023-03-15,cancelled
5839,2309,2023-08-12,cancelled
5840,3905,2023-04-11,returned
5841,777,2023-09-27,completed
5842,2592,2023-03-30,cancelled
5843,2920,2023-10-25,completed
5844,2912,2023-06-22,completed
5845,2435,2023-09-21,completed
5846,2648,2023-02-24,cancelled
5847,4945,2023-08-11,completed
5848,922,2023-11-14,returned
5849,854,2023-10-23,completed
5850,920,2023-05-03,cancelled
5851,3903,2023-12-13,completed
5852,1903,2023-07-31,returned
5853,611,2023-05-05,cancelled
5854,3505,2023-04-22,cancelled
5855,4051,2023-01-15,returned
5856,494,2023-09-14,cancelled
5857,4359,2023-01-04,completed
5858,4129,2023-10-13,completed
5859,555,2023-11-30,completed
5860,2124,2023-06-18,returned
5861,496,2023-03-10,cancelled
5862,2622,2023-07-17,cancelled
5863,423,2023-04-07,completed
5864,2819,2023-05-27,completed
5865,1975,2023-11-28,completed
5866,4428,2023-08-13,completed
5867,2001,2023-04-27,returned
5868,1134,2023-04-19,returned
5869,3704,2023-01-21,returned
5870,632,2023-05-04,returned
5871,3855,2023-11-28,completed
5872,3297,2023-03-16,completed
5873,1660,2023-11-09,completed
5874,2207,2023-09-21,completed
5875,3801,2023-02-04,cancelled
5876,902,2023-09-16,cancelled
5877,1317,2023-10-05,cancelled
5878,4752,2023-12-30,cancelled
5879,2056,2023-07-06,cancelled
5880,1474,2023-12-13,completed
5881,3846,2023-01-10,completed
5882,4559,2023-05-14,completed
5883,3847,2023-08-06,cancelled
5884,1519,2023-06-10,completed
5885,4676,2023-12-04,completed
5886,1007,2023-11-06,completed
5887,1466,2023-10-09,completed
5888,740,2023-10-27,completed
5889,1827,2023-02-24,completed
5890,3210,2023-03-14,returned
5891,1972,2023-09-24,completed
5892,777,2023-12-20,returned
5893,2250,2023-05-13,returned
5894,2280,2023-01-26,completed
5895,2608,2023-07-29,completed
5896,701,2023-04-12,completed
5897,420,2023-12-12,completed
5898,2844,2023-06-06,completed
5899,230,2023-03-20,completed
5900,4138,2023-02-28,cancelled
5901,3890,2023-03-16,returned
5902,2481,2023-12-05,completed
5903,2527,2023-06-23,cancelled
5904,2952,2023-06-22,completed
5905,3495,2023-11-18,cancelled
5906,1141,2023-02-05,completed
5907,1211,2023-10-30,returned
5908,489,2023-07-23,cancelled
5909,1415,2023-11-27,cancelled
5910,4393,2023-05-02,cancelled
5911,2394,2023-08-31,completed
5912,2442,2023-06-20,cancelled
5913,415,2023-09-24,completed
5914,1728,2023-01-08,completed
5915,2962,2023-07-31,cancelled
5916,1451,2023-07-22,completed
5917,3237,2023-07-01,completed
5918,3219,2023-03-23,completed
5919,3250,2023-03-20,completed
5920,135,2023-11-27,completed
5921,3174,2023-01-17,completed
5922,3843,2023-03-03,cancelled
5923,1248,2023-07-19,completed
5924,1931,2023-03-22,cancelled
5925,2553,2023-08-25,completed
5926,4224,2023-11-17,completed
5927,4093,2023-04-20,completed
5928,740,2023-06-18,completed
5929,2082,2023-11-28,completed
5930,284,2023-03-30,completed
5931,501,2023-10-05,completed
5932,3181,2023-06-10,completed
5933,3075,2023-06-17,completed
5934,1178,2023-07-23,completed
5935,2973,2023-11-22,returned
5936,2507,2023-01-29,completed
5937,22,2023-07-27,returned
5938,3717,2023-08-27,cancelled
5939,1248,2023-03-05,returned
5940,623,2023-10-24,completed
5941,16,2023-07-18,completed
5942,4318,2023-06-15,completed
5943,299,2023-05-29,cancelled
5944,359,2023-10-15,completed
5945,1497,2023-12-03,cancelled
5946,51,2023-04-26,cancelled
5947,4843,2023-01-07,completed
5948,3623,2023-04-12,returned
5949,1633,2023-07-18,completed
5950,3111,2023-12-13,completed
5951,2559,2023-04-18,completed
5952,196,2023-06-11,cancelled
5953,4028,2023-07-31,completed
5954,2617,2023-07-02,completed
5955,1209,2023-12-20,completed
5956,3528,2023-05-16,completed
5957,1456,2023-12-20,completed
5958,1253,2023-12-15,completed
5959,4300,2023-08-11,completed
5960,2839,2023-04-14,completed
5961,115,2023-06-29,completed
5962,555,2023-09-07,completed
5963,3802,2023-10-21,completed
5964,4226,2023-05-26,completed
5965,1384,2023-04-05,completed
5966,2835,2023-09-06,completed
5967,3487,2023-06-18,cancelled
5968,773,2023-04-09,returned
5969,1917,2023-12-28,completed
5970,1632,2023-10-29,completed
5971,4093,2023-10-24,completed
5972,2087,2023-06-26,returned
5973,2924,2023-04-10,completed
5974,1399,2023-08-07,completed
5975,2398,2023-10-20,completed
5976,1283,2023-01-03,completed
5977,4159,2023-09-18,completed
5978,2921,2023-11-02,completed
5979,390,2023-07-17,returned
5980,1137,2023-02-12,cancelled
5981,3216,2023-08-01,completed
5982,985,2023-11-13,completed
5983,3417,2023-08-24,cancelled
5984,1362,2023-05-10,completed
5985,2684,2023-10-22,completed
5986,3910,2023-10-14,completed
5987,1114,2023-04-19,completed
5988,1898,2023-12-11,completed
5989,1955,2023-01-22,completed
5990,1383,2023-05-22,completed
5991,1380,2023-07-08,completed
5992,4919,2023-06-04,completed
5993,1964,2023-08-06,completed
5994,4144,2023-04-20,completed
5995,388,2023-10-22,completed
5996,3948,2023-09-07,cancelled
5997,2907,2023-04-10,completed
5998,4884,2023-08-15,completed
5999,1265,2023-11-24,returned
6000,4298,2023-01-08,completed
6001,1842,2023-01-11,cancelled
6002,2087,2023-11-15,completed
6003,2356,2023-08-05,cancelled
6004,2014,2023-11-19,completed
6005,4840,2023-09-09,completed
6006,4222,2023-05-05,completed
6007,2726,2023-01-23,completed
6008,4188,2023-11-29,cancelled
6009,867,2023-05-10,completed
6010,2581,2023-02-15,completed
6011,1732,2023-07-01,cancelled
6012,1396,2023-02-10,completed
6013,426,2023-07-07,completed
6014,2367,2023-04-10,cancelled
6015,4690,2023-09-26,completed
6016,4654,2023-02-11,completed
6017,3864,2023-02-18,cancelled
6018,2060,2023-11-28,completed
6019,243,2023-03-19,completed
6020,2921,2023-06-03,completed
6021,4342,2023-06-03,returned
6022,3988,2023-10-20,completed
6023,3923,2023-04-25,completed
6024,4906,2023-05-27,cancelled
6025,3089,2023-01-02,cancelled
6026,1107,2023-03-27,cancelled
6027,3101,2023-10-11,completed
6028,2394,2023-11-27,cancelled
6029,2158,2023-02-10,completed
6030,55,2023-08-05,completed
6031,4451,2023-01-01,completed
6032,3575,2023-07-20,completed
6033,4105,2023-09-06,completed
6034,2913,2023-11-23,completed
6035,4371,2023-09-21,completed
6036,39,2023-04-29,completed
6037,4759,2023-04-06,returned
6038,959,2023-06-06,completed
6039,1121,2023-06-03,returned
6040,3958,2023-06-21,returned
6041,1085,2023-09-25,cancelled
6042,3431,2023-08-06,completed
6043,4579,2023-12-30,completed
6044,1778,2023-09-16,completed
6045,3501,2023-03-18,cancelled
6046,3850,2023-07-23,completed
6047,3768,2023-05-03,completed
6048,2144,2023-11-20,completed
6049,2036,2023-05-12,completed
6050,3994,2023-05-30,completed
6051,1284,2023-08-25,completed
6052,1804,2023-01-05,completed
6053,2932,2023-04-04,returned
6054,1112,2023-10-15,cancelled
6055,343,2023-07-22,returned
6056,1542,2023-03-12,cancelled
6057,1940,2023-04-23,completed
6058,762,2023-02-02,completed
6059,4935,2023-07-09,completed
6060,3730,2023-05-08,completed
6061,4010,2023-03-20,cancelled
6062,3795,2023-01-15,completed
6063,4821,2023-08-28,completed
6064,4718,2023-06-11,cancelled
6065,4375,2023-01-27,completed
6066,2987,2023-11-16,cancelled
6067,2756,2023-08-12,cancelled
6068,3693,2023-04-01,cancelled
6069,771,2023-10-30,completed
6070,1644,2023-10-28,completed
6071,174,2023-05-14,cancelled
6072,1685,2023-12-19,cancelled
6073,4436,2023-12-18,completed
6074,420,2023-07-21,completed
6075,2404,2023-11-11,completed
6076,4071,2023-12-10,returned
6077,3517,2023-08-31,completed
6078,1758,2023-01-13,cancelled
6079,1324,2023-11-09,completed
6080,4120,2023-09-14,cancelled
6081,3719,2023-11-08,completed
6082,3477,2023-12-25,completed
6083,3172,2023-05-05,cancelled
6084,1484,2023-03-31,cancelled
6085,2026,2023-04-30,completed
6086,973,2023-01-13,completed
6087,4408,2023-11-30,returned
6088,3602,2023-08-04,cancelled
6089,3681,2023-12-29,completed
6090,1192,2023-05-30,returned
6091,3909,2023-09-27,completed
6092,4500,2023-11-20,completed
6093,4533,2023-02-25,completed
6094,1362,2023-11-26,cancelled
6095,4606,2023-08-31,returned
6096,1349,2023-04-11,completed
6097,3313,2023-01-11,completed
6098,819,2023-10-07,returned
6099,4590,2023-10-30,returned
6100,3014,2023-03-17,cancelled
6101,1859,2023-01-24,completed
6102,1758,2023-06-26,cancelled
6103,1665,2023-02-18,returned
6104,3019,2023-08-08,cancelled
6105,4048,2023-01-09,cancelled
6106,1010,2023-06-19,completed
6107,2092,2023-08-01,completed
6108,2220,2023-10-19,completed
6109,19,2023-01-02,completed
6110,2227,2023-01-15,cancelled
6111,3028,2023-06-09,completed
6112,1221,2023-04-03,completed
6113,418,2023-10-10,cancelled
6114,2559,2023-10-29,completed
6115,3642,2023-10-26,cancelled
6116,1302,2023-08-15,cancelled
6117,4294,2023-10-15,completed
6118,1446,2023-10-12,returned
6119,2503,2023-03-01,cancelled
6120,1689,2023-10-16,completed
6121,2119,2023-08-17,cancelled
6122,4717,2023-11-16,completed
6123,3071,2023-02-14,cancelled
6124,1597,2023-11-12,cancelled
6125,3342,2023-09-03,returned
6126,2260,2023-06-22,returned
6127,4168,2023-12-17,cancelled
6128,4590,2023-09-30,completed
6129,3968,2023-12-20,completed
6130,491,2023-11-23,returned
6131,1537,2023-08-16,completed
6132,2905,2023-09-09,completed
6133,3524,2023-09-27,cancelled
6134,3765,2023-02-16,returned
6135,1598,2023-10-05,cancelled
6136,17,2023-10-26,completed
6137,3896,2023-04-23,completed
6138,165,2023-04-10,completed
6139,1293,2023-05-17,cancelled
6140,483,2023-01-19,completed
6141,991,2023-03-20,completed
6142,3351,2023-09-22,cancelled
6143,4049,2023-06-30,returned
6144,1210,2023-07-06,completed
6145,3587,2023-02-12,completed
6146,3670,2023-08-12,cancelled
6147,841,2023-06-20,cancelled
6148,1745,2023-10-15,returned
6149,76,2023-06-09,completed
6150,1462,2023-09-28,cancelled
6151,1289,2023-08-10,completed
6152,2410,2023-03-23,completed
6153,3991,2023-12-19,cancelled
6154,3784,2023-06-04,completed
6155,1376,2023-11-26,cancelled
6156,284,2023-02-25,returned
6157,2556,2023-04-06,completed
6158,3247,2023-09-06,completed
6159,4707,2023-01-26,returned
6160,4181,2023-04-30,cancelled
6161,2235,2023-12-11,cancelled
6162,1034,2023-05-11,cancelled
6163,444,2023-11-17,completed
6164,3146,2023-11-10,cancelled
6165,4198,2023-03-03,completed
6166,1673,2023-06-19,completed
6167,3202,2023-09-27,completed
6168,2624,2023-10-03,returned
6169,269,2023-09-15,completed
6170,3219,2023-12-20,completed
6171,1947,2023-04-10,completed
6172,3861,2023-03-29,completed
6173,1107,2023-03-02,completed
6174,3539,2023-05-30,cancelled
6175,3568,2023-06-07,returned
6176,2347,2023-09-12,completed
6177,2657,2023-04-01,completed
6178,2276,2023-03-02,completed
6179,3375,2023-08-08,completed
6180,1813,2023-05-11,completed
6181,1366,2023-07-14,cancelled
6182,601,2023-07-01,completed
6183,2996,2023-08-04,completed
6184,1965,2023-07-21,completed
6185,2728,2023-06-25,completed
6186,1531,2023-02-14,completed
6187,3098,2023-10-29,cancelled
6188,4571,2023-10-22,cancelled
6189,2430,2023-05-19,returned
6190,3050,2023-02-21,cancelled
6191,903,2023-05-03,completed
6192,248,2023-06-21,completed
6193,2850,2023-09-16,returned
6194,4078,2023-01-04,returned
6195,1282,2023-08-30,returned
6196,296,2023-08-07,cancelled
6197,4355,2023-07-11,completed
6198,2370,2023-02-05,completed
6199,1565,2023-05-14,cancelled
6200,1420,2023-12-29,returned
6201,4599,2023-06-04,completed
6202,3270,2023-04-06,returned
6203,3530,2023-01-10,completed
6204,3137,2023-09-09,completed
6205,2743,2023-09-16,returned
6206,516,2023-05-23,completed
6207,3954,2023-11-07,cancelled
6208,2976,2023-01-30,completed
6209,3889,2023-12-07,completed
6210,4817,2023-05-10,completed
6211,549,2023-11-21,completed
6212,3722,2023-11-08,completed
6213,2189,2023-10-25,completed
6214,2739,2023-07-25,completed
6215,542,2023-08-31,cancelled
6216,3467,2023-09-25,completed
6217,918,2023-03-18,completed
6218,3416,2023-10-24,completed
6219,3250,2023-04-18,cancelled
6220,631,2023-05-05,completed
6221,3536,2023-10-27,returned
6222,2034,2023-02-28,completed
6223,1045,2023-11-25,completed
6224,3684,2023-01-16,completed
6225,20,2023-02-11,completed
6226,4326,2023-09-26,completed
6227,1375,2023-08-15,cancelled
6228,593,2023-08-28,completed
6229,357,2023-10-28,completed
6230,2018,2023-06-23,completed
6231,4537,2023-09-16,completed
6232,1113,2023-12-14,cancelled
6233,4222,2023-02-12,cancelled
6234,4928,2023-04-07,completed
6235,117,2023-07-22,completed
6236,2652,2023-07-20,completed
6237,2701,2023-11-28,completed
6238,4477,2023-02-16,completed
6239,132,2023-03-16,completed
6240,2316,2023-10-04,completed
6241,2785,2023-01-13,completed
6242,396,2023-05-12,cancelled
6243,1814,2023-05-13,cancelled
6244,4845,2023-08-18,completed
6245,1511,2023-02-11,completed
6246,562,2023-02-07,cancelled
6247,3399,2023-08-09,completed
6248,3425,2023-01-09,completed
6249,616,2023-03-04,completed
6250,3524,2023-06-23,cancelled
6251,2116,2023-02-25,completed
6252,1221,2023-10-02,returned
6253,4637,2023-07-23,completed
6254,3249,2023-10-29,completed
6255,423,2023-06-27,completed
6256,4172,2023-11-16,completed
6257,4791,2023-12-17,returned
6258,4906,2023-01-30,completed
6259,3185,2023-01-02,completed
6260,4,2023-04-06,completed
6261,648,2023-10-09,completed
6262,3545,2023-05-24,cancelled
6263,2900,2023-07-12,completed
6264,3438,2023-06-01,returned
6265,4023,2023-11-27,completed
6266,1730,2023-01-09,completed
6267,4708,2023-08-31,returned
6268,470,2023-04-28,completed
6269,4107,2023-08-10,cancelled
6270,2382,2023-09-10,completed
6271,3260,2023-04-16,returned
6272,324,2023-07-25,cancelled
6273,1182,2023-12-07,returned
6274,1557,2023-11-05,completed
6275,1042,2023-11-25,completed
6276,189,2023-07-03,completed
6277,2222,2023-12-13,cancelled
6278,3159,2023-04-09,completed
6279,1527,2023-06-10,completed
6280,1783,2023-09-18,returned
6281,2975,2023-07-10,completed
6282,2627,2023-07-31,cancelled
6283,972,2023-07-15,completed
6284,2646,2023-11-29,completed
6285,4724,2023-04-06,completed
6286,297,2023-07-21,completed
6287,3023,2023-04-16,completed
6288,1154,2023-09-20,cancelled
6289,4219,2023-07-25,returned
6290,4626,2023-07-31,completed
6291,4830,2023-03-08,completed
6292,3551,2023-08-26,cancelled
6293,3055,2023-05-28,completed
6294,1457,2023-05-24,cancelled
6295,1164,2023-06-28,cancelled
6296,1338,2023-02-23,completed
6297,3395,2023-07-29,completed
6298,680,2023-11-10,completed
6299,3851,2023-05-13,completed
6300,2084,2023-02-17,completed
6301,4976,2023-10-01,returned
6302,2779,2023-09-04,cancelled
6303,4596,2023-11-15,completed
6304,1319,2023-12-18,completed
6305,4211,2023-01-07,completed
6306,3723,2023-07-13,completed
6307,220,2023-06-13,completed
6308,4621,2023-04-26,returned
6309,146,2023-02-21,cancelled
6310,4681,2023-04-22,completed
6311,3726,2023-03-28,returned
6312,1750,2023-04-18,completed
6313,2310,2023-09-28,completed
6314,600,2023-01-12,completed
6315,1526,2023-04-03,completed
6316,4331,2023-06-17,cancelled
6317,3840,2023-11-29,completed
6318,3478,2023-06-13,cancelled
6319,2106,2023-07-02,cancelled
6320,1113,2023-10-19,completed
6321,800,2023-01-31,completed
6322,2419,2023-01-01,completed
6323,4173,2023-04-08,completed
6324,3837,2023-11-25,completed
6325,3230,2023-01-07,completed
6326,4475,2023-06-23,cancelled
6327,3897,2023-11-02,returned
6328,1817,2023-03-15,completed
6329,1168,2023-02-21,returned
6330,1735,2023-08-18,completed
6331,1063,2023-02-22,completed
6332,1050,2023-05-20,cancelled
6333,3907,2023-06-25,completed
6334,3736,2023-06-27,completed
6335,2967,2023-06-23,returned
6336,393,2023-03-06,completed
6337,4270,2023-07-24,returned
6338,1530,2023-02-06,completed
6339,2310,2023-07-24,completed
6340,3539,2023-01-14,completed
6341,3101,2023-03-15,completed
6342,4772,2023-11-18,cancelled
6343,4377,2023-07-09,completed
6344,1445,2023-11-12,completed
6345,2338,2023-06-29,returned
6346,4816,2023-10-27,completed
6347,3019,2023-09-15,completed
6348,3663,2023-10-20,cancelled
6349,459,2023-12-08,cancelled
6350,4721,2023-09-30,completed
6351,4832,2023-03-10,returned
6352,1978,2023-02-20,completed
6353,1231,2023-12-29,returned
6354,2544,2023-06-08,completed
6355,3439,2023-10-04,cancelled
6356,4851,2023-04-23,cancelled
6357,3647,2023-09-08,cancelled
6358,4304,2023-09-16,completed
6359,4259,2023-10-23,cancelled
6360,1764,2023-10-06,cancelled
6361,643,2023-12-06,completed
6362,4704,2023-05-07,completed
6363,2688,2023-11-01,completed
6364,530,2023-02-14,returned
6365,3590,2023-03-09,completed
6366,2722,2023-09-02,completed
6367,716,2023-08-29,completed
6368,3774,2023-03-25,cancelled
6369,3993,2023-08-10,cancelled
6370,1128,2023-06-05,completed
6371,4139,2023-12-22,cancelled
6372,2893,2023-04-24,cancelled
6373,3808,2023-08-10,completed
6374,3922,2023-08-04,completed
6375,1108,2023-01-08,completed
6376,4507,2023-10-06,completed
6377,191,2023-11-03,completed
6378,799,2023-10-16,completed
6379,1458,2023-07-15,cancelled
6380,3410,2023-08-20,completed
6381,3237,2023-03-12,returned
6382,703,2023-05-05,cancelled
6383,2649,2023-08-16,returned
6384,883,2023-04-09,completed
6385,4629,2023-09-29,cancelled
6386,3648,2023-02-08,completed
6387,4189,2023-01-04,completed
6388,2173,2023-09-03,returned
6389,4218,2023-09-27,cancelled
6390,1503,2023-04-16,completed
6391,1430,2023-07-07,completed
6392,4827,2023-06-03,cancelled
6393,2864,2023-10-01,completed
6394,2437,2023-11-13,completed
6395,368,2023-05-15,completed
6396,3741,2023-02-18,cancelled
6397,1273,2023-10-16,returned
6398,524,2023-03-11,completed
6399,2098,2023-03-21,completed
6400,2684,2023-04-01,cancelled
6401,3796,2023-05-25,cancelled
6402,3966,2023-07-13,cancelled
6403,1743,2023-04-08,completed
6404,3179,2023-11-07,returned
6405,4359,2023-11-28,cancelled
6406,2644,2023-01-19,completed
6407,571,2023-01-04,completed
6408,4836,2023-06-19,completed
6409,2104,2023-01-01,cancelled
6410,3911,2023-01-30,completed
6411,4178,2023-01-12,cancelled
6412,700,2023-09-14,completed
6413,3944,2023-11-24,completed
6414,3231,2023-06-02,cancelled
6415,4950,2023-10-24,cancelled
6416,2237,2023-07-04,completed
6417,739,2023-06-28,completed
6418,1395,2023-04-23,completed
6419,3017,2023-06-01,cancelled
6420,4100,2023-09-12,completed
6421,414,2023-03-26,completed
6422,2853,2023-10-22,completed
6423,3170,2023-12-28,returned
6424,1183,2023-12-10,returned
6425,2670,2023-07-26,cancelled
6426,3111,2023-07-10,completed
6427,2623,2023-10-11,completed
6428,3888,2023-08-06,completed
6429,454,2023-09-14,cancelled
6430,1441,2023-07-22,completed
6431,4878,2023-04-26,cancelled
6432,3163,2023-04-15,cancelled
6433,590,2023-03-13,cancelled
6434,723,2023-04-12,completed
6435,3317,2023-09-18,completed
6436,880,2023-10-27,cancelled
6437,1443,2023-12-01,cancelled
6438,2735,2023-06-03,completed
6439,2095,2023-03-28,completed
6440,4777,2023-05-04,completed
6441,4958,2023-11-21,returned
6442,3222,2023-12-12,cancelled
6443,1784,2023-01-07,completed
6444,3227,2023-03-20,cancelled
6445,1189,2023-10-04,completed
6446,441,2023-05-20,completed
6447,3186,2023-04-11,completed
6448,3649,2023-07-18,cancelled
6449,455,2023-12-05,completed
6450,4108,2023-02-11,completed
6451,1676,2023-10-15,returned
6452,1601,2023-12-06,cancelled
6453,2019,2023-08-23,cancelled
6454,2990,2023-12-28,completed
6455,3955,2023-12-25,completed
6456,4880,2023-05-04,cancelled
6457,3610,2023-06-28,cancelled
6458,502,2023-05-10,returned
6459,2443,2023-07-20,completed
6460,3885,2023-02-04,completed
6461,4816,2023-12-24,cancelled
6462,4989,2023-10-25,completed
6463,2668,2023-04-24,completed
6464,3918,2023-01-04,completed
6465,1043,2023-08-11,completed
6466,1777,2023-10-29,completed
6467,1738,2023-02-19,cancelled
6468,4173,2023-08-11,completed
6469,3859,2023-11-13,completed
6470,3447,2023-01-08,completed
