item_id,order_id,product_id,quantity,unit_price
26386,19318,111,5,133.98
26387,29871,184,2,31.94
26388,29871,69,5,52.34
26389,29871,15,1,60.26
26390,29871,137,5,77.64
26391,21316,4,4,0.0
26392,21316,74,3,427.19
26393,21316,12,1,479.5
26394,30965,153,2,136.66
26395,30965,119,1,259.3
26396,30965,153,2,136.66
26397,37735,47,1,378.18
26398,37735,25,1,204.05
26399,37735,148,1,245.65
26400,37735,104,2,164.07
26401,40121,21,2,240.6
26402,40121,82,2,466.58
26403,40121,107,5,176.82
26404,40121,62,1,492.71
26405,4225,14,3,392.49
26406,4225,66,5,97.71
26407,14388,132,2,50.48
26408,14388,23,2,20.39
26409,14388,170,3,78.96
26410,1726,198,3,97.09
26411,1726,112,4,128.19
26412,1726,33,2,12.7
26413,39299,16,2,318.84
26414,42940,47,2,378.18
26415,42940,197,2,499.15
26416,42940,129,4,496.24
26417,42940,119,4,259.3
26418,42940,55,1,69.03
26419,37722,118,2,296.34
26420,37722,15,5,60.26
26421,34706,185,4,467.12
26422,34706,134,2,172.56
26423,34706,131,4,50.86
26424,10354,68,4,264.01
26425,9399,64,3,163.71
26426,9399,30,2,42.25
26427,9399,45,2,70.81
26428,19205,133,2,54.63
26429,34426,86,4,70.2
26430,34426,146,3,119.88
26431,34426,94,5,102.24
26432,34426,83,3,313.08
26433,34426,141,2,224.68
26434,7332,187,4,111.33
26435,7332,122,3,306.0
26436,7332,92,2,330.04
26437,455,192,1,401.64
26438,455,56,5,484.06
26439,33736,13,4,372.54
26440,33736,155,4,298.22
26441,33736,85,3,326.27
26442,33736,144,5,70.47
26443,10108,107,5,176.82
26444,10108,15,5,60.26
26445,10108,126,5,135.51
26446,10108,180,3,189.84
26447,23400,144,4,70.47
26448,23400,38,5,45.21
26449,23400,6,2,0.0
26450,11164,106,1,244.24
26451,11164,133,5,54.63
26452,30135,37,4,322.75
26453,15825,67,5,65.1
26454,26213,118,3,296.34
26455,26213,140,5,341.05
26456,26213,125,3,32.47
26457,26213,33,5,12.7
26458,26213,19,3,451.12
26459,32077,173,2,158.25
26460,19382,79,3,372.43
26461,19382,42,1,455.19
26462,19382,148,4,245.65
26463,19382,70,4,488.14
26464,11489,35,2,497.16
26465,11489,76,5,406.71
26466,11489,68,2,264.01
26467,11741,85,2,326.27
26468,11741,196,5,110.29
26469,41591,170,4,78.96
26470,41591,129,4,496.24
26471,41724,7,3,0.0
26472,41724,184,1,31.94
26473,41724,191,5,387.14
26474,41724,169,1,490.27
26475,41724,137,3,77.64
26476,17400,19,1,451.12
26477,17400,164,1,146.49
26478,12315,88,5,207.2
26479,12315,56,2,484.06
26480,12315,137,2,77.64
26481,12315,165,3,463.24
26482,15690,116,4,492.43
26483,15690,152,2,26.79
26484,15690,122,5,306.0
26485,15690,126,2,135.51
26486,3410,78,3,220.22
26487,16308,38,4,45.21
26488,16308,32,1,89.89
26489,16308,130,1,489.63
26490,16308,61,1,92.58
26491,4708,100,2,424.08
26492,4708,29,2,96.01
26493,4708,96,5,483.17
26494,38895,78,2,220.22
26495,19952,2,1,0.0
26496,19952,15,2,60.26
26497,15901,147,1,371.23
26498,6974,72,1,152.26
26499,6974,136,4,329.82
26500,6974,142,5,412.32
26501,151,101,4,390.97
26502,27088,76,1,406.71
26503,27088,5,3,0.0
26504,5851,125,2,32.47
26505,5851,157,4,172.79
26506,5851,71,2,204.21
26507,24329,186,3,201.94
26508,24329,139,2,357.03
26509,24329,175,4,12.94
26510,24329,60,1,483.42
26511,24329,152,3,26.79
26512,42630,151,1,201.13
26513,42630,142,1,412.32
26514,42630,12,3,479.5
26515,42630,51,4,128.14
26516,41029,55,3,69.03
26517,41029,38,5,45.21
26518,41029,66,1,97.71
26519,41029,12,2,479.5
26520,41029,120,5,343.82
26521,17505,10,3,0.0
26522,17505,117,4,79.06
26523,17505,166,1,280.93
26524,43759,49,5,414.4
26525,43759,62,1,492.71
26526,2128,171,3,160.87
26527,2128,24,3,322.11
26528,41051,94,5,102.24
26529,41051,140,3,341.05
26530,27601,22,5,317.25
26531,27601,138,1,340.67
26532,27601,64,1,163.71
26533,27601,43,1,128.71
26534,27601,124,1,362.58
26535,25992,161,2,70.86
26536,25992,79,5,372.43
26537,22689,177,1,342.04
26538,22689,164,2,146.49
26539,31,50,4,63.83
26540,31,99,1,152.64
26541,31,109,4,398.42
26542,31,128,3,255.27
26543,14449,75,3,112.77
26544,14449,168,2,145.28
26545,14449,194,3,86.15
26546,14449,69,5,52.34
26547,24612,180,4,189.84
26548,24612,10,3,0.0
26549,24612,156,4,75.87
26550,24612,91,2,64.66
26551,32494,80,4,168.11
26552,41416,156,1,75.87
26553,41416,8,2,0.0
26554,41416,171,5,160.87
26555,17204,60,3,483.42
26556,17204,9,3,0.0
26557,17204,103,1,161.03
26558,15878,68,1,264.01
26559,15878,147,5,371.23
26560,15878,19,5,451.12
26561,8377,109,1,398.42
26562,8377,62,2,492.71
26563,8377,189,5,135.6
26564,33931,154,1,64.74
26565,33931,128,1,255.27
26566,42659,41,2,231.97
26567,42659,141,4,224.68
26568,42659,52,1,80.37
26569,42659,73,4,420.84
26570,42659,62,4,492.71
26571,39009,107,1,176.82
26572,39009,70,2,488.14
26573,39009,104,3,164.07
26574,42658,177,5,342.04
26575,42658,2,3,0.0
26576,20626,106,1,244.24
26577,20626,4,2,0.0
26578,20626,143,1,139.79
26579,20626,158,1,286.37
26580,20626,84,1,66.93
26581,1956,73,4,420.84
26582,1956,170,4,78.96
26583,14334,85,3,326.27
26584,33777,54,1,485.23
26585,33777,188,2,121.35
26586,18529,59,3,68.76
26587,18529,53,5,24.03
26588,1843,184,1,31.94
26589,1843,75,5,112.77
26590,29974,130,1,489.63
26591,29974,83,5,313.08
26592,29974,46,2,180.66
26593,8010,98,2,244.72
26594,8010,4,1,0.0
26595,8010,95,2,35.74
26596,6619,128,3,255.27
26597,6619,114,3,146.1
26598,6619,25,5,204.05
26599,6619,12,3,479.5
26600,41358,58,2,96.34
26601,41358,79,1,372.43
26602,41048,148,2,245.65
26603,41048,171,2,160.87
26604,37668,177,1,342.04
26605,37668,75,1,112.77
26606,37668,169,3,490.27
26607,1328,110,4,274.58
26608,33170,102,3,376.15
26609,33170,33,2,12.7
26610,13200,189,1,135.6
26611,13200,135,4,124.28
26612,13200,195,2,124.74
26613,13200,100,2,424.08
26614,13200,123,1,347.56
26615,28777,53,3,24.03
26616,28777,41,3,231.97
26617,28777,37,2,322.75
26618,28777,199,5,382.73
26619,31827,127,4,382.23
26620,31827,1,1,0.0
26621,31827,52,5,80.37
26622,5478,104,4,164.07
26623,5927,116,2,492.43
26624,5927,160,3,29.52
26625,5927,67,3,65.1
26626,5927,37,5,322.75
26627,1195,85,5,326.27
26628,33880,65,2,259.81
26629,16532,102,5,376.15
26630,44631,55,1,69.03
26631,44631,60,5,483.42
26632,44631,107,1,176.82
26633,44631,101,5,390.97
26634,44631,149,5,453.89
26635,3023,95,2,35.74
26636,3023,27,4,166.49
26637,3023,78,4,220.22
26638,43167,56,2,484.06
26639,43167,107,1,176.82
26640,1750,165,1,463.24
26641,1750,155,5,298.22
26642,280,66,4,97.71
26643,280,66,5,97.71
26644,8438,113,5,325.07
26645,8438,89,5,169.94
26646,8438,116,3,492.43
26647,4690,147,2,371.23
26648,4690,120,1,343.82
26649,28514,164,4,146.49
26650,28514,139,3,357.03
26651,27753,168,1,145.28
26652,27753,133,4,54.63
26653,27753,3,3,0.0
26654,27753,104,5,164.07
26655,27753,41,5,231.97
26656,7531,28,4,77.92
26657,12499,60,4,483.42
26658,12499,100,2,424.08
26659,22637,66,1,97.71
26660,22637,93,1,52.98
26661,22637,190,2,275.73
26662,22637,93,3,52.98
26663,19757,199,1,382.73
26664,19757,114,4,146.1
26665,19757,182,1,285.75
26666,19757,157,3,172.79
26667,2627,49,3,414.4
26668,37388,189,3,135.6
26669,14949,41,1,231.97
26670,14949,23,3,20.39
26671,8004,165,2,463.24
26672,8004,167,1,299.65
26673,8004,87,3,126.77
26674,16006,61,4,92.58
26675,25728,45,3,70.81
26676,25728,124,4,362.58
26677,8577,128,1,255.27
26678,8577,164,3,146.49
26679,8577,12,2,479.5
26680,8577,114,5,146.1
26681,17250,89,4,169.94
26682,17250,161,2,70.86
26683,17250,97,5,300.82
26684,17250,104,2,164.07
26685,17250,44,1,459.55
26686,14244,121,1,272.54
26687,14244,129,5,496.24
26688,14244,135,1,124.28
26689,6828,200,3,310.57
26690,6828,77,1,237.69
26691,6828,168,5,145.28
26692,6828,187,5,111.33
26693,6828,173,5,158.25
26694,32207,183,4,110.83
26695,32207,199,1,382.73
26696,6334,146,5,119.88
26697,6334,7,1,0.0
26698,29223,174,2,151.68
26699,2909,99,1,152.64
26700,2909,179,3,31.71
26701,2909,35,3,497.16
26702,2909,72,3,152.26
26703,44911,56,2,484.06
26704,44911,180,4,189.84
26705,44911,136,4,329.82
26706,44911,23,3,20.39
26707,43381,108,3,485.94
26708,34378,194,3,86.15
26709,34378,98,1,244.72
26710,23545,51,4,128.14
26711,20700,65,2,259.81
26712,20700,194,1,86.15
26713,20700,150,5,464.42
26714,9211,65,3,259.81
26715,9211,90,1,158.26
26716,9211,63,3,457.83
26717,1540,171,3,160.87
26718,1540,5,4,0.0
26719,1540,132,4,50.48
26720,1540,42,3,455.19
26721,3240,63,3,457.83
26722,3240,197,2,499.15
26723,35037,43,1,128.71
26724,35037,177,1,342.04
26725,15210,159,4,429.45
26726,15210,62,1,492.71
26727,43851,135,1,124.28
26728,26112,33,2,12.7
26729,26112,184,3,31.94
26730,26112,165,2,463.24
26731,25934,93,4,52.98
26732,25934,36,3,138.32
26733,25934,66,3,97.71
26734,25934,146,5,119.88
26735,10076,84,2,66.93
26736,36972,149,3,453.89
26737,36972,3,2,0.0
26738,36972,189,1,135.6
26739,36972,97,5,300.82
26740,43717,176,1,254.46
26741,43717,72,5,152.26
26742,41298,73,2,420.84
26743,41298,12,5,479.5
26744,41298,9,1,0.0
26745,24854,29,2,96.01
26746,24854,60,1,483.42
26747,30517,171,3,160.87
26748,30517,30,4,42.25
26749,30517,109,2,398.42
26750,30517,191,1,387.14
26751,27389,118,4,296.34
26752,39560,17,2,175.15
26753,39560,185,2,467.12
26754,17167,11,2,5.99
26755,17167,60,5,483.42
26756,17167,151,5,201.13
26757,2213,150,2,464.42
26758,2213,86,4,70.2
26759,6605,53,3,24.03
26760,6605,147,1,371.23
26761,6605,71,4,204.21
26762,6605,21,4,240.6
26763,6605,47,3,378.18
26764,41536,33,1,12.7
26765,41536,74,4,427.19
26766,27340,198,3,97.09
26767,33473,50,4,63.83
26768,33473,135,3,124.28
26769,33473,92,2,330.04
26770,33473,174,2,151.68
26771,33473,50,4,63.83
26772,14915,122,2,306.0
26773,14915,65,3,259.81
26774,14915,65,3,259.81
26775,14915,128,2,255.27
26776,5304,66,4,97.71
26777,20369,154,1,64.74
26778,1392,2,3,0.0
26779,1392,95,1,35.74
26780,1392,40,5,300.35
26781,1392,4,3,0.0
26782,44366,135,5,124.28
26783,12014,128,3,255.27
26784,11634,114,3,146.1
26785,11634,170,2,78.96
26786,5153,122,1,306.0
26787,5153,75,3,112.77
26788,5153,20,3,5.73
26789,5009,60,5,483.42
26790,5009,121,1,272.54
26791,5009,58,5,96.34
26792,5009,33,5,12.7
26793,5009,2,1,0.0
26794,28200,179,5,31.71
26795,35205,122,4,306.0
26796,17394,164,1,146.49
26797,31981,30,1,42.25
26798,31981,191,1,387.14
26799,15111,27,5,166.49
26800,43864,98,3,244.72
26801,43864,104,4,164.07
26802,23929,136,4,329.82
26803,23929,16,5,318.84
26804,42309,70,1,488.14
26805,42309,8,5,0.0
26806,18192,114,4,146.1
26807,18192,28,2,77.92
26808,18192,27,3,166.49
26809,3964,35,3,497.16
26810,3964,117,1,79.06
26811,3964,65,4,259.81
26812,32066,71,3,204.21
26813,40036,199,2,382.73
26814,1016,153,3,136.66
26815,1016,122,5,306.0
26816,34449,158,4,286.37
26817,34449,99,1,152.64
26818,34449,16,3,318.84
26819,34449,26,3,277.38
26820,9028,69,2,52.34
26821,37709,77,4,237.69
26822,37709,52,2,80.37
26823,37709,143,1,139.79
26824,24122,111,1,133.98
26825,24122,70,2,488.14
26826,2681,40,2,300.35
26827,2681,12,4,479.5
26828,2681,133,4,54.63
26829,2681,76,2,406.71
26830,10207,41,5,231.97
26831,32681,12,4,479.5
26832,18557,156,3,75.87
26833,18557,111,3,133.98
26834,18557,167,5,299.65
26835,40331,47,4,378.18
26836,22127,69,5,52.34
26837,22127,102,5,376.15
26838,326,46,4,180.66
26839,326,22,3,317.25
26840,326,177,4,342.04
26841,326,126,1,135.51
26842,326,179,2,31.71
26843,5830,22,3,317.25
26844,5830,87,3,126.77
26845,5830,168,5,145.28
26846,5830,44,2,459.55
26847,6067,46,3,180.66
26848,6067,16,1,318.84
26849,6067,111,2,133.98
26850,4320,159,4,429.45
26851,4320,113,2,325.07
26852,4320,168,5,145.28
26853,4320,58,3,96.34
26854,4320,153,5,136.66
26855,40234,111,5,133.98
26856,40234,47,2,378.18
26857,40234,94,2,102.24
26858,3318,103,1,161.03
26859,3318,66,4,97.71
26860,3318,12,1,479.5
26861,33298,40,5,300.35
26862,33298,114,4,146.1
26863,6486,79,1,372.43
26864,6486,167,5,299.65
26865,24990,150,2,464.42
26866,1637,117,1,79.06
26867,1637,13,2,372.54
26868,1637,59,4,68.76
26869,1637,32,5,89.89
26870,30108,134,2,172.56
26871,30108,136,4,329.82
26872,16212,114,1,146.1
26873,41800,147,2,371.23
26874,41800,141,3,224.68
26875,33565,85,5,326.27
26876,8764,141,1,224.68
26877,8764,61,5,92.58
26878,28327,66,1,97.71
26879,28327,173,1,158.25
26880,28327,7,4,0.0
26881,28327,199,3,382.73
26882,28327,105,3,316.79
26883,4011,183,5,110.83
26884,4011,76,5,406.71
26885,4011,73,3,420.84
26886,4011,176,3,254.46
26887,33893,167,5,299.65
26888,27044,106,4,244.24
26889,27044,74,1,427.19
26890,27044,9,2,0.0
26891,27044,173,3,158.25
26892,27044,76,5,406.71
26893,40030,18,2,55.96
26894,36266,3,5,0.0
26895,36266,29,3,96.01
26896,15204,160,1,29.52
26897,15204,119,4,259.3
26898,15204,104,2,164.07
26899,37591,38,5,45.21
26900,37591,129,3,496.24
26901,37591,18,3,55.96
26902,37591,77,3,237.69
26903,37591,16,5,318.84
26904,34508,172,5,484.91
26905,34508,32,3,89.89
26906,2500,36,1,138.32
26907,17573,25,1,204.05
26908,17573,19,4,451.12
26909,37321,154,5,64.74
26910,37321,7,1,0.0
26911,37321,44,2,459.55
26912,37321,117,1,79.06
26913,15497,110,5,274.58
26914,43220,124,4,362.58
26915,43220,168,2,145.28
26916,2055,177,3,342.04
26917,2055,189,3,135.6
26918,2055,9,5,0.0
26919,2055,79,5,372.43
26920,25579,53,3,24.03
26921,25579,138,5,340.67
26922,25579,72,5,152.26
26923,32734,10,2,0.0
26924,32734,3,2,0.0
26925,32734,197,4,499.15
26926,16514,190,4,275.73
26927,16514,70,1,488.14
26928,16514,46,1,180.66
26929,16514,103,1,161.03
26930,8308,26,3,277.38
26931,8308,112,4,128.19
26932,43555,49,3,414.4
26933,43555,5,5,0.0
26934,31764,24,1,322.11
26935,31764,76,2,406.71
26936,31764,162,1,467.55
26937,31764,93,3,52.98
26938,41609,46,4,180.66
26939,41609,148,4,245.65
26940,41609,53,2,24.03
26941,41609,20,4,5.73
26942,27983,161,4,70.86
26943,27983,60,2,483.42
26944,27983,84,1,66.93
26945,13668,178,4,214.46
26946,19894,161,1,70.86
26947,19894,55,5,69.03
26948,19894,134,1,172.56
26949,37730,100,3,424.08
26950,37730,6,2,0.0
26951,30326,123,1,347.56
26952,30326,192,2,401.64
26953,30326,104,4,164.07
26954,32758,104,5,164.07
26955,32758,174,1,151.68
26956,32758,45,5,70.81
26957,32758,40,2,300.35
26958,32758,181,5,108.55
26959,28565,97,5,300.82
26960,28565,149,5,453.89
26961,28565,197,3,499.15
26962,32015,166,5,280.93
26963,32015,8,2,0.0
26964,32015,101,2,390.97
26965,32015,93,5,52.98
26966,25495,6,1,0.0
26967,25495,25,2,204.05
26968,25495,102,1,376.15
26969,19033,137,5,77.64
26970,19033,128,4,255.27
26971,11282,187,4,111.33
26972,43813,194,2,86.15
26973,43813,31,3,344.28
26974,43813,193,4,428.49
26975,18781,148,3,245.65
26976,18781,101,1,390.97
26977,18781,116,4,492.43
26978,25342,197,1,499.15
26979,25342,129,3,496.24
26980,25342,111,1,133.98
26981,25342,200,4,310.57
26982,28348,41,1,231.97
26983,28348,35,3,497.16
26984,28348,156,5,75.87
26985,28348,185,2,467.12
26986,32513,80,3,168.11
26987,32513,109,5,398.42
26988,32513,12,3,479.5
26989,32513,6,2,0.0
26990,11614,67,1,65.1
26991,11614,29,1,96.01
26992,11614,163,4,490.83
26993,36270,71,5,204.21
26994,36270,197,2,499.15
26995,7669,174,2,151.68
26996,7669,139,3,357.03
26997,37474,142,3,412.32
26998,37474,60,5,483.42
26999,29281,155,3,298.22
27000,29281,150,1,464.42
27001,14330,152,1,26.79
27002,14330,183,5,110.83
27003,14330,81,5,95.41
27004,9747,68,2,264.01
27005,9747,52,5,80.37
27006,9747,113,3,325.07
27007,2040,124,5,362.58
27008,41967,13,4,372.54
27009,41967,124,2,362.58
27010,11281,104,3,164.07
27011,11281,39,3,85.34
27012,28907,135,3,124.28
27013,28907,30,5,42.25
27014,28907,35,3,497.16
27015,27167,21,5,240.6
27016,27167,152,2,26.79
27017,27167,164,1,146.49
27018,27167,46,1,180.66
27019,21765,3,2,0.0
27020,22835,124,3,362.58
27021,22835,87,2,126.77
27022,22835,144,4,70.47
27023,15959,108,5,485.94
27024,15959,68,5,264.01
27025,15959,181,5,108.55
27026,15959,98,4,244.72
27027,29998,99,2,152.64
27028,29998,137,1,77.64
27029,29998,86,3,70.2
27030,43246,65,1,259.81
27031,43246,191,3,387.14
27032,24181,10,2,0.0
27033,24181,192,2,401.64
27034,36915,72,5,152.26
27035,36915,157,5,172.79
27036,36915,77,1,237.69
27037,22734,134,1,172.56
27038,22734,195,3,124.74
27039,43836,159,2,429.45
27040,17871,68,5,264.01
27041,37982,15,1,60.26
27042,37982,177,4,342.04
27043,42073,184,5,31.94
27044,42073,27,2,166.49
27045,42073,78,3,220.22
27046,12538,88,5,207.2
27047,8941,134,2,172.56
27048,8941,35,1,497.16
27049,8941,103,5,161.03
27050,8941,141,2,224.68
27051,10387,14,2,392.49
27052,10387,62,3,492.71
27053,17100,151,2,201.13
27054,17100,136,3,329.82
27055,17100,123,1,347.56
27056,17100,110,1,274.58
27057,16149,151,5,201.13
27058,16149,9,1,0.0
27059,41968,43,5,128.71
27060,41968,17,1,175.15
27061,41968,8,1,0.0
27062,41968,116,4,492.43
27063,16309,60,1,483.42
27064,16309,67,1,65.1
27065,16309,146,3,119.88
27066,16309,29,4,96.01
27067,16309,29,4,96.01
27068,37110,73,3,420.84
27069,37110,109,3,398.42
27070,37110,82,4,466.58
27071,37110,55,1,69.03
27072,19612,69,3,52.34
27073,19612,18,1,55.96
27074,14347,48,2,390.55
27075,14347,89,1,169.94
27076,8745,55,5,69.03
27077,8745,150,2,464.42
27078,8745,125,5,32.47
27079,8745,27,4,166.49
27080,12100,36,2,138.32
27081,12100,136,5,329.82
27082,9619,130,2,489.63
27083,9619,112,3,128.19
27084,9619,122,5,306.0
27085,5044,55,1,69.03
27086,5044,131,2,50.86
27087,5044,48,1,390.55
27088,5044,115,3,162.87
27089,4145,141,2,224.68
27090,4145,9,5,0.0
27091,4145,120,2,343.82
27092,26678,133,4,54.63
27093,26678,76,1,406.71
27094,4339,132,1,50.48
27095,4339,71,4,204.21
27096,22296,113,1,325.07
27097,22296,29,5,96.01
27098,22296,59,1,68.76
27099,22296,195,2,124.74
27100,22296,146,2,119.88
27101,12924,34,5,123.85
27102,12924,109,2,398.42
27103,12924,3,4,0.0
27104,6188,152,4,26.79
27105,6188,16,5,318.84
27106,6188,76,1,406.71
27107,35677,60,2,483.42
27108,35677,190,2,275.73
27109,8017,72,3,152.26
27110,8017,68,3,264.01
27111,37342,97,1,300.82
27112,37342,42,3,455.19
27113,22830,166,5,280.93
27114,34107,26,2,277.38
27115,34107,146,5,119.88
27116,34107,111,2,133.98
27117,10729,20,1,5.73
27118,10729,118,4,296.34
27119,25722,90,5,158.26
27120,25722,130,2,489.63
27121,4133,96,5,483.17
27122,4133,137,3,77.64
27123,4133,143,2,139.79
27124,4133,180,3,189.84
27125,11037,56,2,484.06
27126,30821,71,1,204.21
27127,3303,61,2,92.58
27128,3303,77,5,237.69
27129,8810,191,2,387.14
27130,8810,40,1,300.35
27131,35863,16,5,318.84
27132,35863,72,5,152.26
27133,38432,33,2,12.7
27134,38432,192,1,401.64
27135,38432,58,5,96.34
27136,38432,178,5,214.46
27137,38432,76,2,406.71
27138,41104,151,5,201.13
27139,41104,178,2,214.46
27140,41104,190,3,275.73
27141,33226,114,4,146.1
27142,33226,125,1,32.47
27143,30799,56,1,484.06
27144,30799,49,2,414.4
27145,30799,133,5,54.63
27146,30799,11,5,5.99
27147,30799,103,1,161.03
27148,24992,77,2,237.69
27149,24735,170,1,78.96
27150,24735,17,2,175.15
27151,24735,88,3,207.2
27152,24735,198,5,97.09
27153,32677,109,1,398.42
27154,32677,143,5,139.79
27155,32677,106,3,244.24
27156,27063,164,1,146.49
27157,27063,184,5,31.94
27158,27063,34,3,123.85
27159,27063,10,2,0.0
27160,27063,176,2,254.46
27161,17534,66,4,97.71
27162,43213,105,3,316.79
27163,43213,179,2,31.71
27164,43213,93,4,52.98
27165,43213,165,1,463.24
27166,43213,51,2,128.14
27167,10542,178,4,214.46
27168,10542,44,4,459.55
27169,10542,108,2,485.94
27170,11607,28,2,77.92
27171,6059,74,3,427.19
27172,6059,115,5,162.87
27173,6059,160,1,29.52
27174,1289,93,2,52.98
27175,32699,73,3,420.84
27176,32699,160,3,29.52
27177,32699,36,3,138.32
27178,32699,124,5,362.58
27179,20661,177,3,342.04
27180,20661,133,4,54.63
27181,20661,114,2,146.1
27182,20661,74,3,427.19
27183,30158,165,3,463.24
27184,30158,41,1,231.97
27185,8473,99,4,152.64
27186,8473,8,5,0.0
27187,8473,116,5,492.43
27188,11196,110,5,274.58
27189,11196,60,5,483.42
27190,42974,108,4,485.94
27191,42974,103,2,161.03
27192,42974,172,1,484.91
27193,42974,38,4,45.21
27194,42974,179,2,31.71
27195,3563,193,1,428.49
27196,3425,42,5,455.19
27197,3425,38,4,45.21
27198,3425,67,2,65.1
27199,3425,91,2,64.66
27200,3425,80,1,168.11
27201,29021,109,5,398.42
27202,29021,79,4,372.43
27203,10099,41,5,231.97
27204,10099,54,3,485.23
27205,10099,136,5,329.82
27206,10099,162,4,467.55
27207,28985,93,2,52.98
27208,22522,30,3,42.25
27209,22522,92,1,330.04
27210,22522,137,2,77.64
27211,18647,59,4,68.76
27212,18647,79,5,372.43
27213,3996,38,4,45.21
27214,3996,172,5,484.91
27215,19929,108,1,485.94
27216,2978,135,4,124.28
27217,37163,188,4,121.35
27218,37163,40,3,300.35
27219,28136,199,1,382.73
27220,28136,33,3,12.7
27221,28136,143,3,139.79
27222,28136,187,5,111.33
27223,38332,116,5,492.43
27224,38332,190,1,275.73
27225,38332,135,3,124.28
27226,18890,125,3,32.47
27227,20392,24,1,322.11
27228,20392,152,4,26.79
27229,34804,80,4,168.11
27230,34804,191,4,387.14
27231,34804,87,4,126.77
27232,1075,190,2,275.73
27233,1075,165,5,463.24
27234,1075,79,5,372.43
27235,32301,30,5,42.25
27236,32301,90,1,158.26
27237,38155,20,4,5.73
27238,38155,102,4,376.15
27239,38155,131,4,50.86
27240,16002,136,3,329.82
27241,16002,32,4,89.89
27242,17133,170,2,78.96
27243,17133,59,4,68.76
27244,17133,44,3,459.55
27245,3548,106,3,244.24
27246,3548,120,3,343.82
27247,3548,2,5,0.0
27248,23620,6,2,0.0
27249,23620,108,3,485.94
27250,23620,193,4,428.49
27251,10959,81,1,95.41
27252,10959,9,5,0.0
27253,10959,200,1,310.57
27254,44630,157,5,172.79
27255,2573,179,1,31.71
27256,2573,58,5,96.34
27257,34620,97,5,300.82
27258,34620,167,2,299.65
27259,10429,110,1,274.58
27260,10429,139,4,357.03
27261,10429,48,2,390.55
27262,16760,77,3,237.69
27263,16760,36,4,138.32
27264,6116,4,1,0.0
27265,6116,2,1,0.0
27266,6116,104,3,164.07
27267,6116,152,5,26.79
27268,22002,90,4,158.26
27269,22002,124,4,362.58
27270,22002,18,2,55.96
27271,22002,13,1,372.54
27272,22002,103,5,161.03
27273,24327,49,5,414.4
27274,36043,195,3,124.74
27275,36043,157,5,172.79
27276,11808,197,5,499.15
27277,11808,10,2,0.0
27278,11808,185,1,467.12
27279,11808,150,1,464.42
27280,8028,83,3,313.08
27281,21926,52,4,80.37
27282,21926,177,2,342.04
27283,21926,114,1,146.1
27284,21926,56,1,484.06
27285,21926,172,1,484.91
27286,8578,179,4,31.71
27287,8578,52,2,80.37
27288,8578,138,2,340.67
27289,8578,52,3,80.37
27290,3998,13,4,372.54
27291,3998,55,3,69.03
27292,30545,99,5,152.64
27293,30545,187,5,111.33
27294,30545,28,1,77.92
27295,30545,129,1,496.24
27296,11279,84,5,66.93
27297,18046,26,1,277.38
27298,10182,187,2,111.33
27299,10182,121,1,272.54
27300,10182,87,1,126.77
27301,12297,67,5,65.1
27302,12297,67,3,65.1
27303,12297,194,1,86.15
27304,12297,87,1,126.77
27305,11475,182,1,285.75
27306,11475,90,5,158.26
27307,11475,42,5,455.19
27308,11475,169,2,490.27
27309,33862,18,2,55.96
27310,33862,113,1,325.07
27311,33862,61,3,92.58
27312,33862,105,4,316.79
27313,31400,165,3,463.24
27314,21528,193,1,428.49
27315,21528,189,1,135.6
27316,42668,82,5,466.58
27317,42668,144,3,70.47
27318,15898,175,3,12.94
27319,15898,31,3,344.28
27320,1742,61,1,92.58
27321,9150,76,3,406.71
27322,9150,164,5,146.49
27323,9150,87,3,126.77
27324,42521,73,4,420.84
27325,42521,121,4,272.54
27326,42521,144,3,70.47
27327,33381,196,1,110.29
27328,33381,179,3,31.71
27329,20351,24,2,322.11
27330,34870,56,3,484.06
27331,34870,108,3,485.94
27332,34870,159,3,429.45
27333,34870,73,4,420.84
27334,34870,152,1,26.79
27335,23655,21,3,240.6
27336,23655,9,2,0.0
27337,23655,17,1,175.15
27338,23655,195,4,124.74
27339,19292,143,3,139.79
27340,19292,124,5,362.58
27341,19292,15,2,60.26
27342,11537,124,5,362.58
27343,12051,118,4,296.34
27344,14810,93,1,52.98
27345,14810,21,2,240.6
27346,44603,139,3,357.03
27347,44603,76,1,406.71
27348,44603,170,3,78.96
27349,44603,198,3,97.09
27350,44603,107,3,176.82
27351,16854,99,2,152.64
27352,16854,61,2,92.58
27353,13236,66,3,97.71
27354,13236,108,3,485.94
27355,5177,16,3,318.84
27356,5177,152,1,26.79
27357,33409,93,5,52.98
27358,33409,50,1,63.83
27359,33409,96,2,483.17
27360,3216,109,4,398.42
27361,15283,6,1,0.0
27362,25657,168,1,145.28
27363,25657,109,2,398.42
27364,25657,172,2,484.91
27365,25657,2,5,0.0
27366,32052,18,4,55.96
27367,32052,105,5,316.79
27368,44344,42,2,455.19
27369,21959,113,3,325.07
27370,32844,37,5,322.75
27371,32844,150,1,464.42
27372,32844,48,1,390.55
27373,7998,119,3,259.3
27374,15882,45,2,70.81
27375,15882,51,1,128.14
27376,15882,17,3,175.15
27377,25981,55,1,69.03
27378,25981,176,4,254.46
27379,23974,161,3,70.86
27380,42466,114,3,146.1
27381,42466,108,3,485.94
27382,42466,71,4,204.21
27383,42466,106,3,244.24
27384,42466,50,4,63.83
